SRC,DST,LEN
216.58.112.55 ,189.31.152.178 ,49 
24.64.57.144 ,216.58.112.55 ,512 
24.64.57.144 ,216.58.112.55 ,512 
24.64.57.144 ,216.58.112.55 ,512 
82.213.165.82 ,216.58.112.55 ,48 
83.9.227.205 ,216.58.112.55 ,48 
192.168.17.11 ,10.97.14.21 ,78 
192.168.17.11 ,10.97.14.21 ,78 
192.168.17.11 ,10.97.14.21 ,78 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
83.186.189.108 ,216.58.112.55 ,48 
185.18.108.111 ,216.58.112.55 ,387 
87.24.131.142 ,216.58.112.55 ,48 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
192.168.17.11 ,10.97.14.25 ,76 
82.204.148.81 ,216.58.112.55 ,44 
14.102.96.177 ,216.58.112.55 ,386 
90.248.113.55 ,216.58.112.55 ,387 
206.108.5.1 ,216.58.112.55 ,60 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
91.90.200.34 ,216.58.112.55 ,48 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
88.252.225.76 ,216.58.112.55 ,48 
79.186.237.6 ,216.58.112.55 ,48 
69.61.32.44 ,216.58.112.55 ,60 
89.132.115.151 ,216.58.112.55 ,48 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
194.3.54.170 ,216.58.112.55 ,48 
89.109.197.165 ,216.58.112.55 ,48 
71.125.192.112 ,216.58.112.55 ,48 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
147.227.192.74 ,216.58.112.55 ,387 
192.168.17.11 ,10.97.14.25 ,76 
82.16.35.212 ,216.58.112.55 ,48 
24.64.182.127 ,216.58.112.55 ,512 
24.64.182.127 ,216.58.112.55 ,512 
24.64.182.127 ,216.58.112.55 ,512 
71.187.148.64 ,216.58.112.55 ,52 
85.141.189.174 ,216.58.112.55 ,48 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
41.251.69.208 ,216.58.112.55 ,48 
206.108.5.1 ,216.58.112.55 ,60 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
200.67.106.244 ,216.58.112.55 ,48 
83.6.235.155 ,216.58.112.55 ,48 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
66.11.164.174 ,216.58.112.55 ,60 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
201.240.194.87 ,216.58.112.55 ,48 
200.114.44.99 ,216.58.112.55 ,48 
200.114.44.99 ,216.58.112.55 ,48 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
184.163.93.130 ,216.58.112.55 ,387 
78.149.74.29 ,216.58.112.55 ,44 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
192.168.17.11 ,10.97.14.25 ,76 
81.213.160.51 ,216.58.112.55 ,48 
209.200.245.189 ,216.58.112.55 ,44 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
201.58.129.234 ,216.58.112.55 ,78 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
217.194.196.3 ,216.58.112.55 ,48 
87.203.158.207 ,216.58.112.55 ,48 
73.230.55.114 ,216.58.112.55 ,387 
66.11.164.174 ,216.58.112.55 ,60 
79.12.103.171 ,216.58.112.55 ,48 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
201.228.201.247 ,216.58.112.55 ,48 
79.185.83.220 ,216.58.112.55 ,51 
79.185.83.220 ,216.58.112.55 ,51 
79.185.83.220 ,216.58.112.55 ,51 
79.185.83.220 ,216.58.112.55 ,51 
79.185.83.220 ,216.58.112.55 ,51 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
192.168.17.8 ,142.237.31.2 ,40 
192.168.17.8 ,142.237.31.2 ,40 
192.168.17.8 ,142.237.31.2 ,40 
192.168.17.8 ,142.237.31.2 ,40 
192.168.17.8 ,142.237.31.2 ,40 
142.237.31.2 ,216.58.112.55 ,40 
213.184.7.177 ,216.58.112.55 ,48 
24.64.51.229 ,216.58.112.55 ,512 
24.64.51.229 ,216.58.112.55 ,512 
24.64.51.229 ,216.58.112.55 ,512 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
88.235.111.202 ,216.58.112.55 ,48 
79.101.145.41 ,216.58.112.55 ,48 
24.64.221.105 ,216.58.112.55 ,512 
24.64.221.105 ,216.58.112.55 ,512 
24.64.221.105 ,216.58.112.55 ,512 
192.168.17.11 ,10.97.14.25 ,76 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
200.114.26.59 ,216.58.112.55 ,48 
201.83.240.174 ,216.58.112.55 ,48 
189.10.217.170 ,216.58.112.55 ,44 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
218.64.237.219 ,216.58.112.55 ,404 
24.64.190.155 ,216.58.112.55 ,512 
24.64.190.155 ,216.58.112.55 ,512 
24.64.190.155 ,216.58.112.55 ,512 
151.74.159.125 ,216.58.112.55 ,48 
24.64.97.192 ,216.58.112.55 ,512 
24.64.97.192 ,216.58.112.55 ,512 
24.64.97.192 ,216.58.112.55 ,512 
201.240.55.56 ,216.58.112.55 ,48 
81.208.83.217 ,216.58.112.55 ,48 
81.208.83.217 ,216.58.112.55 ,48 
81.208.83.217 ,216.58.112.55 ,48 
81.208.83.217 ,216.58.112.55 ,48 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
59.177.100.24 ,216.58.112.55 ,374 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
209.200.255.50 ,216.58.112.55 ,44 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
201.233.146.241 ,216.58.112.55 ,48 
192.168.17.11 ,10.97.14.25 ,76 
72.38.55.146 ,192.168.17.24 ,48 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
81.101.158.8 ,216.58.112.55 ,48 
142.217.215.62 ,216.58.112.55 ,48 
24.64.214.175 ,216.58.112.55 ,512 
24.64.214.175 ,216.58.112.55 ,512 
24.64.214.175 ,216.58.112.55 ,512 
201.211.103.168 ,216.58.112.55 ,48 
81.248.11.209 ,216.58.112.55 ,48 
201.211.103.168 ,216.58.112.55 ,48 
201.211.103.168 ,216.58.112.55 ,48 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
65.54.246.108 ,216.58.112.55 ,48 
198.41.70.2 ,216.58.112.55 ,48 
212.114.49.92 ,216.58.112.55 ,375 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
220.195.35.40 ,216.58.112.55 ,60 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
24.64.171.156 ,216.58.112.55 ,512 
24.64.171.156 ,216.58.112.55 ,512 
24.64.171.156 ,216.58.112.55 ,512 
89.136.24.41 ,216.58.112.55 ,48 
89.136.24.41 ,216.58.112.55 ,48 
89.136.24.41 ,216.58.112.55 ,48 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
83.46.21.161 ,216.58.112.55 ,48 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
192.168.17.11 ,10.97.14.25 ,76 
89.136.24.41 ,216.58.112.55 ,48 
89.136.24.41 ,216.58.112.55 ,48 
89.136.24.41 ,216.58.112.55 ,48 
66.11.164.174 ,216.58.112.55 ,60 
24.64.3.245 ,216.58.112.55 ,512 
24.64.3.245 ,216.58.112.55 ,512 
24.64.3.245 ,216.58.112.55 ,512 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
220.195.35.40 ,216.58.112.55 ,60 
44.85.108.182 ,216.58.112.55 ,386 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
183.70.138.250 ,216.58.112.55 ,387 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
78.170.159.229 ,216.58.112.55 ,387 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
24.64.227.37 ,216.58.112.55 ,512 
24.64.227.37 ,216.58.112.55 ,512 
24.64.227.37 ,216.58.112.55 ,512 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
96.240.44.58 ,216.58.112.55 ,44 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
192.168.17.11 ,10.97.14.25 ,76 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
202.97.238.195 ,216.58.112.55 ,485 
217.88.190.115 ,216.58.112.55 ,52 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
202.97.238.195 ,216.58.112.55 ,485 
220.195.35.40 ,216.58.112.55 ,60 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
220.195.35.40 ,216.58.112.55 ,60 
70.47.93.141 ,216.58.112.55 ,44 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
220.195.35.40 ,216.58.112.55 ,60 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
24.64.197.34 ,216.58.112.55 ,512 
24.64.197.34 ,216.58.112.55 ,512 
24.64.197.34 ,216.58.112.55 ,512 
83.153.123.1 ,216.58.112.55 ,44 
88.18.225.72 ,216.58.112.55 ,48 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
216.215.20.139 ,216.58.112.55 ,48 
83.132.66.239 ,216.58.112.55 ,48 
202.97.238.194 ,216.58.112.55 ,485 
66.11.164.174 ,216.58.112.55 ,60 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
91.44.239.140 ,216.58.112.55 ,44 
199.125.184.60 ,216.58.112.55 ,48 
192.168.17.11 ,10.97.14.25 ,76 
194.170.173.115 ,216.58.112.55 ,48 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
222.236.206.129 ,216.58.112.55 ,44 
24.64.87.90 ,216.58.112.55 ,512 
24.64.87.90 ,216.58.112.55 ,512 
24.64.87.90 ,216.58.112.55 ,512 
201.16.26.49 ,216.58.112.55 ,374 
17.69.200.200 ,216.58.112.55 ,387 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
84.1.209.247 ,216.58.112.55 ,44 
142.190.110.84 ,216.58.112.55 ,375 
95.13.70.16 ,216.58.112.55 ,387 
202.97.238.203 ,216.58.112.55 ,485 
78.176.121.157 ,216.58.112.55 ,48 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
125.244.236.194 ,216.58.112.55 ,48 
61.143.147.228 ,216.58.112.55 ,40 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
191.148.180.234 ,216.58.112.55 ,386 
24.64.27.239 ,216.58.112.55 ,512 
24.64.27.239 ,216.58.112.55 ,512 
24.64.27.239 ,216.58.112.55 ,512 
189.33.131.126 ,216.58.112.55 ,44 
152.3.166.238 ,216.58.112.55 ,387 
201.240.65.139 ,216.58.112.55 ,48 
201.240.65.139 ,216.58.112.55 ,48 
201.240.65.139 ,216.58.112.55 ,48 
201.240.65.139 ,216.58.112.55 ,48 
201.240.65.139 ,216.58.112.55 ,48 
140.252.214.104 ,216.58.112.55 ,387 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
152.213.44.14 ,216.58.112.55 ,387 
206.108.5.1 ,216.58.112.55 ,60 
192.168.17.11 ,10.97.14.25 ,76 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
66.11.164.174 ,216.58.112.55 ,60 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
129.41.77.72 ,216.58.112.55 ,60 
190.40.253.236 ,216.58.112.55 ,48 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
24.64.53.134 ,216.58.112.55 ,512 
24.64.53.134 ,216.58.112.55 ,512 
24.64.53.134 ,216.58.112.55 ,512 
96.237.120.85 ,216.58.112.55 ,48 
71.170.107.10 ,216.58.112.55 ,48 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
76.2.106.62 ,216.58.112.55 ,52 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
85.13.47.83 ,216.58.112.55 ,52 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
192.168.17.11 ,10.97.14.25 ,76 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
193.227.243.149 ,216.58.112.55 ,48 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
201.255.162.140 ,216.58.112.55 ,44 
87.18.17.1 ,216.58.112.55 ,48 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
91.122.181.41 ,216.58.112.55 ,48 
91.122.181.41 ,216.58.112.55 ,48 
91.122.181.41 ,216.58.112.55 ,48 
91.122.181.41 ,216.58.112.55 ,48 
86.164.44.60 ,216.58.112.55 ,52 
209.59.162.147 ,216.58.112.55 ,60 
82.229.96.42 ,216.58.112.55 ,64 
82.229.96.42 ,216.58.112.55 ,64 
200.67.233.86 ,216.58.112.55 ,48 
216.58.112.55 ,193.227.243.149 ,104 
71.199.156.108 ,216.58.112.55 ,44 
24.64.82.137 ,216.58.112.55 ,512 
24.64.82.137 ,216.58.112.55 ,512 
24.64.82.137 ,216.58.112.55 ,512 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
216.58.112.55 ,193.227.243.149 ,104 
216.215.20.139 ,216.58.112.55 ,48 
190.40.195.55 ,216.58.112.55 ,48 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
200.121.135.138 ,216.58.112.55 ,48 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
81.103.99.208 ,216.58.112.55 ,48 
192.168.17.11 ,10.97.14.25 ,76 
181.98.186.228 ,216.58.112.55 ,387 
88.18.60.167 ,216.58.112.55 ,48 
198.237.173.99 ,216.58.112.55 ,52 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
206.191.34.134 ,216.58.112.55 ,404 
24.64.154.177 ,216.58.112.55 ,512 
24.64.154.177 ,216.58.112.55 ,512 
24.64.154.177 ,216.58.112.55 ,512 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
192.168.17.24 ,10.97.14.8 ,78 
192.168.17.24 ,192.168.12.52 ,60 
192.168.17.24 ,192.168.12.52 ,60 
192.168.17.24 ,192.168.12.52 ,60 
88.11.12.0 ,216.58.112.55 ,48 
192.168.17.24 ,192.168.12.52 ,60 
192.168.17.24 ,192.168.12.52 ,60 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
66.11.164.174 ,216.58.112.55 ,60 
87.240.6.187 ,216.58.112.55 ,48 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
190.49.127.73 ,216.58.112.55 ,44 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
78.140.214.129 ,216.58.112.55 ,44 
84.94.113.174 ,216.58.112.55 ,44 
84.94.113.174 ,216.58.112.55 ,44 
195.56.159.1 ,216.58.112.55 ,48 
192.168.17.11 ,10.97.14.25 ,76 
203.210.200.93 ,216.58.112.55 ,48 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
66.11.164.174 ,216.58.112.55 ,60 
88.245.69.228 ,216.58.112.55 ,48 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
190.24.46.236 ,216.58.112.55 ,48 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
24.64.247.139 ,216.58.112.55 ,512 
24.64.247.139 ,216.58.112.55 ,512 
24.64.247.139 ,216.58.112.55 ,512 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
218.10.137.140 ,216.58.112.55 ,485 
218.10.137.140 ,216.58.112.55 ,485 
218.10.137.140 ,216.58.112.55 ,485 
218.10.137.140 ,216.58.112.55 ,485 
66.11.164.174 ,216.58.112.55 ,60 
24.64.186.200 ,216.58.112.55 ,512 
24.64.186.200 ,216.58.112.55 ,512 
24.64.186.200 ,216.58.112.55 ,512 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
24.64.40.79 ,216.58.112.55 ,512 
72.38.55.146 ,192.168.17.24 ,48 
200.89.242.221 ,216.58.112.55 ,48 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
192.168.17.11 ,10.97.14.25 ,76 
201.110.75.7 ,216.58.112.55 ,48 
66.163.168.190 ,216.58.112.55 ,60 
86.141.18.31 ,216.58.112.55 ,48 
24.64.126.103 ,216.58.112.55 ,512 
24.64.126.103 ,216.58.112.55 ,512 
24.64.126.103 ,216.58.112.55 ,512 
192.168.17.24 ,192.168.9.51 ,235 
192.168.17.24 ,192.168.10.60 ,235 
192.168.17.24 ,192.168.9.51 ,204 
192.168.17.24 ,192.168.10.60 ,204 
64.124.204.39 ,216.58.112.55 ,60 
